po_number,date,supplier,material_id,qty_ordered,qty_received,unit_price,total_eur,expected_delivery,actual_delivery,delay_days,quality_score
PO-01589,2025-04-11,Global Trim,MAT_0467,4584,4584,0.11,503.05,2025-05-15,2025-05-23,8,5
PO-01752,2025-04-11,Far Eastern Textile,MAT_0484,603,603,3.09,1862.7,2025-05-24,2025-05-24,0,3
PO-01647,2025-04-11,NXP Semiconductors,MAT_0479,4939,4939,0.45,2227.84,2025-04-19,2025-04-19,0,4
PO-00290,2025-04-12,Shenzhen Minghui,MAT_0385,29084,29084,0.03,873.53,2025-05-19,2025-05-22,3,5
PO-00188,2025-04-12,Zecchetto Accessori,MAT_0184,2846,2846,1.01,2872.98,2025-04-22,2025-04-22,0,5
PO-01762,2025-04-12,Zhejiang Paper,MAT_0201,10797,10797,0.1,1064.15,2025-05-18,2025-05-18,0,5
PO-01325,2025-04-12,Texon International,MAT_0094,843,843,2.83,2385.7,2025-04-29,2025-05-06,7,3
PO-00549,2025-04-13,Toray Composite,MAT_0059,260,260,44.92,11678.04,2025-06-03,2025-06-03,0,4
PO-00843,2025-04-13,Zhejiang Paper,MAT_0347,6362,6362,0.07,433.37,2025-05-13,2025-05-13,0,4
PO-00745,2025-04-13,American & Efird,MAT_0290,649,649,5.84,3789.43,2025-05-15,2025-05-17,2,5
PO-00152,2025-04-13,Karteks Banja Luka,MAT_0040,1857,1857,0.75,1399.38,2025-04-18,2025-04-20,2,3
PO-00232,2025-04-13,Toray Industries,MAT_0267,1242,1242,19.79,24579.87,2025-05-28,2025-05-28,0,2
PO-01556,2025-04-13,Texon International,MAT_0249,617,617,3.49,2152.3,2025-04-28,2025-05-02,4,4
PO-01716,2025-04-13,Covestro AG,MAT_0464,755,755,7.93,5986.53,2025-04-20,2025-04-21,1,2
PO-00523,2025-04-13,Zecchetto Accessori,MAT_0320,1273,1273,0.77,977.58,2025-04-21,2025-04-21,0,4
PO-01406,2025-04-14,American & Efird,MAT_0396,668,668,7.92,5289.68,2025-05-11,2025-05-11,0,4
PO-01332,2025-04-14,Crocs Inc (supplied),MAT_0208,718,718,9.96,7151.16,2025-05-18,2025-05-19,1,2
PO-01364,2025-04-14,Henkel AG,MAT_0062,990,657,18.59,12216.89,2025-04-21,2025-04-21,0,4
PO-00103,2025-04-14,Far Eastern Textile,MAT_0482,915,915,4.39,4015.22,2025-05-22,2025-05-23,1,4
PO-00949,2025-04-14,NXP Semiconductors,MAT_0344,1037,799,0.5,401.24,2025-04-24,2025-04-24,0,5
PO-00490,2025-04-15,Zecchetto Accessori,MAT_0111,1769,1769,1.05,1854.65,2025-04-28,2025-04-28,0,5
PO-00154,2025-04-15,American & Efird,MAT_0290,1218,1218,5.81,7079.81,2025-05-17,2025-05-17,0,4
PO-01265,2025-04-15,Far Eastern Textile,MAT_0410,3229,3229,3.46,11167.55,2025-06-02,2025-06-08,6,4
PO-00646,2025-04-15,Covestro AG,MAT_0316,612,612,8.13,4972.66,2025-04-24,2025-04-24,0,5
PO-00199,2025-04-15,Covestro AG,MAT_0219,458,458,10.32,4728.74,2025-04-29,2025-04-29,0,2
PO-00108,2025-04-15,Far Eastern Textile,MAT_0153,229,229,4.21,964.14,2025-05-16,2025-05-16,0,5
PO-01308,2025-04-15,Foam Italia,MAT_0340,785,785,3.41,2679.82,2025-04-28,2025-04-28,0,4
PO-01656,2025-04-16,Toray Composite,MAT_0159,328,328,50.95,16711.92,2025-06-01,2025-06-09,8,3
PO-01714,2025-04-16,Gomma Padana,MAT_0206,172,172,12.42,2136.99,2025-04-28,2025-04-29,1,3
PO-00070,2025-04-16,Crocs Inc (supplied),MAT_0147,445,445,9.44,4199.3,2025-05-15,2025-05-20,5,5
PO-01028,2025-04-16,Zecchetto Accessori,MAT_0359,828,828,0.76,628.7,2025-04-30,2025-04-30,0,2
PO-01802,2025-04-16,Coats Group,MAT_0462,654,590,6.53,3850.3,2025-04-30,2025-04-30,0,3
PO-01446,2025-04-17,Crocs Inc (supplied),MAT_0063,664,600,9.03,5420.03,2025-05-23,2025-05-24,1,3
PO-01875,2025-04-18,Gomma Padana,MAT_0210,1005,1005,16.18,16265.23,2025-04-26,2025-04-26,0,3
PO-00131,2025-04-18,Global Trim,MAT_0151,1124,1124,0.1,110.16,2025-05-26,2025-05-26,0,4
PO-00323,2025-04-18,Toray Industries,MAT_0384,1739,1739,19.92,34649.07,2025-05-29,2025-05-29,0,3
PO-00377,2025-04-19,Covestro AG,MAT_0261,674,674,8.4,5662.05,2025-04-28,2025-04-28,0,5
PO-01319,2025-04-19,Karteks Banja Luka,MAT_0220,5169,3385,0.66,2236.8,2025-04-22,2025-04-22,0,3
PO-01842,2025-04-19,NXP Semiconductors,MAT_0436,4683,4683,0.49,2298.72,2025-05-03,2025-05-13,10,4
PO-00928,2025-04-19,Texon International,MAT_0281,517,517,3.47,1792.16,2025-05-01,2025-05-01,0,5
PO-00064,2025-04-19,Crocs Inc (supplied),MAT_0237,1629,1629,9.09,14806.47,2025-05-25,2025-05-25,0,2
PO-00445,2025-04-20,Far Eastern Textile,MAT_0178,1581,1581,2.8,4428.81,2025-05-20,2025-05-20,0,3
PO-01098,2025-04-20,Texon International,MAT_0098,626,626,4.06,2541.18,2025-05-08,2025-05-09,1,4
PO-00001,2025-04-20,NXP Semiconductors,MAT_0478,1170,1170,0.42,488.16,2025-05-03,2025-05-03,0,4
PO-01864,2025-04-20,Zhejiang Paper,MAT_0172,1672,1672,0.09,149.2,2025-05-21,2025-05-21,0,2
PO-00010,2025-04-20,Zhejiang Paper,MAT_0294,6893,6893,0.08,548.54,2025-05-20,2025-05-21,1,1
PO-01922,2025-04-20,Toray Industries,MAT_0129,1077,1077,16.61,17888.93,2025-05-29,2025-05-29,0,4
PO-00737,2025-04-20,Foam Italia,MAT_0150,2251,2251,4.68,10523.86,2025-04-28,2025-05-03,5,4
PO-00665,2025-04-21,NXP Semiconductors,MAT_0435,2925,2925,0.5,1459.7,2025-04-30,2025-05-01,1,3
PO-00519,2025-04-21,Covestro AG,MAT_0241,577,577,8.75,5048.48,2025-04-29,2025-04-29,0,5
PO-01552,2025-04-21,Toray Industries,MAT_0188,454,454,19.53,8866.82,2025-06-10,2025-06-22,12,5
PO-01950,2025-04-21,Coats Group,MAT_0485,480,480,6.43,3086.88,2025-05-11,2025-05-11,0,3
PO-01923,2025-04-21,Far Eastern Textile,MAT_0395,2951,2951,4.55,13429.1,2025-05-24,2025-05-28,4,5
PO-01237,2025-04-22,Zecchetto Accessori,MAT_0032,733,733,0.75,552.15,2025-05-01,2025-05-01,0,5
PO-01498,2025-04-22,American & Efird,MAT_0229,1450,1450,7.11,10307.62,2025-05-23,2025-05-23,0,4
PO-01230,2025-04-22,Toray Composite,MAT_0216,39,39,37.54,1464.06,2025-06-10,2025-06-10,0,4
PO-01542,2025-04-22,Karteks Banja Luka,MAT_0163,3751,3414,0.57,1931.48,2025-04-25,2025-04-25,0,5
PO-00008,2025-04-22,Henkel AG,MAT_0330,168,168,14.77,2481.32,2025-05-05,2025-05-05,0,5
PO-00760,2025-04-22,Shenzhen Minghui,MAT_0406,5955,5043,0.03,147.83,2025-05-30,2025-05-30,0,4
PO-00285,2025-04-22,Toray Industries,MAT_0129,461,289,16.67,4817.95,2025-05-31,2025-05-31,0,5
PO-01997,2025-04-22,Zhejiang Paper,MAT_0305,8267,8267,0.09,764.69,2025-05-27,2025-05-27,0,4
PO-00002,2025-04-22,Foam Italia,MAT_0089,1646,1646,3.31,5444.3,2025-04-29,2025-04-29,0,2
PO-01415,2025-04-23,Zhejiang Paper,MAT_0494,11798,11798,0.08,923.95,2025-05-28,2025-05-28,0,4
PO-01216,2025-04-23,Crocs Inc (supplied),MAT_0122,912,912,7.84,7148.25,2025-05-21,2025-05-27,6,5
PO-00488,2025-04-23,NXP Semiconductors,MAT_0435,2459,2459,0.49,1209.14,2025-05-02,2025-05-02,0,5
PO-01993,2025-04-23,Far Eastern Textile,MAT_0230,624,624,3.87,2413.62,2025-06-03,2025-06-03,0,5
PO-01225,2025-04-23,Texon International,MAT_0076,361,361,3.4,1225.92,2025-05-06,2025-05-13,7,4
PO-01888,2025-04-23,Covestro AG,MAT_0328,638,638,11.3,7206.52,2025-04-30,2025-05-03,3,4
PO-01914,2025-04-23,NXP Semiconductors,MAT_0073,6911,6911,0.46,3166.59,2025-05-07,2025-05-07,0,3
PO-01573,2025-04-23,Zecchetto Accessori,MAT_0234,1075,1075,0.79,852.49,2025-05-11,2025-05-11,0,5
PO-01935,2025-04-23,Toray Industries,MAT_0049,867,867,18.98,16457.58,2025-06-03,2025-06-06,3,2
PO-01022,2025-04-23,Foam Italia,MAT_0275,1823,1823,3.56,6481.34,2025-05-02,2025-05-02,0,4
PO-00157,2025-04-24,Global Trim,MAT_0346,4615,4615,0.12,565.76,2025-06-01,2025-06-01,0,5
PO-01675,2025-04-25,Crocs Inc (supplied),MAT_0237,781,781,8.67,6771.94,2025-05-31,2025-05-31,0,5
PO-00385,2025-04-25,NXP Semiconductors,MAT_0017,4713,4713,0.46,2154.02,2025-05-08,2025-05-08,0,4
PO-01389,2025-04-25,Crocs Inc (supplied),MAT_0211,1102,1102,8.15,8986.48,2025-05-29,2025-05-29,0,5
PO-01425,2025-04-26,Foam Italia,MAT_0447,456,456,5.13,2338.46,2025-05-13,2025-05-13,0,3
PO-00329,2025-04-26,Toray Industries,MAT_0173,505,505,18.69,9435.98,2025-06-03,2025-06-03,0,4
PO-01927,2025-04-26,Toray Industries,MAT_0145,927,927,17.01,15771.99,2025-06-20,2025-06-24,4,4
PO-01952,2025-04-26,Zecchetto Accessori,MAT_0497,3213,3213,0.77,2470.85,2025-05-14,2025-05-14,0,5
PO-00844,2025-04-27,Karteks Banja Luka,MAT_0067,4748,3221,0.74,2397.14,2025-04-30,2025-05-01,1,5
PO-00169,2025-04-27,Gomma Padana,MAT_0231,288,288,11.92,3432.5,2025-05-07,2025-05-07,0,4
PO-01264,2025-04-27,Texon International,MAT_0354,971,971,3.55,3451.44,2025-05-13,2025-05-13,0,4
PO-01067,2025-04-27,Zhejiang Paper,MAT_0305,8922,8922,0.09,811.03,2025-06-01,2025-06-01,0,4
PO-00295,2025-04-27,Henkel AG,MAT_0161,369,369,21.98,8109.96,2025-05-12,2025-05-12,0,5
PO-01471,2025-04-27,Global Trim,MAT_0066,11762,11762,0.12,1446.17,2025-06-01,2025-06-03,2,4
PO-00834,2025-04-28,Foam Italia,MAT_0030,934,934,3.7,3452.71,2025-05-05,2025-05-05,0,5
PO-00983,2025-04-28,Zhejiang Paper,MAT_0387,3456,3456,0.08,277.93,2025-05-29,2025-05-29,0,4
PO-01037,2025-04-28,Zhejiang Paper,MAT_0494,6632,6632,0.08,522.45,2025-06-02,2025-06-02,0,2
PO-00785,2025-04-28,Karteks Banja Luka,MAT_0078,6676,6676,0.73,4872.13,2025-05-02,2025-05-02,0,5
PO-01380,2025-04-29,Karteks Banja Luka,MAT_0433,1279,1279,0.7,893.97,2025-05-03,2025-05-11,8,4
PO-00855,2025-04-29,Zecchetto Accessori,MAT_0144,5601,5601,0.9,5018.41,2025-05-12,2025-05-12,0,2
PO-01592,2025-04-29,Foam Italia,MAT_0338,220,220,5.99,1318.17,2025-05-06,2025-05-06,0,5
PO-01597,2025-04-29,Shenzhen Minghui,MAT_0020,19857,19857,0.03,611.77,2025-06-12,2025-06-12,0,4
PO-01408,2025-04-29,Karteks Banja Luka,MAT_0417,4688,4688,0.61,2839.95,2025-05-01,2025-05-01,0,5
PO-00492,2025-04-29,Gomma Padana,MAT_0196,837,536,13.13,7039.0,2025-05-15,2025-05-15,0,5
PO-01426,2025-04-30,Henkel AG,MAT_0179,1075,670,14.91,9988.66,2025-05-08,2025-05-08,0,4
PO-01492,2025-04-30,Henkel AG,MAT_0250,271,271,23.83,6456.89,2025-05-09,2025-05-09,0,4
PO-01737,2025-04-30,Toray Composite,MAT_0059,113,113,46.84,5293.48,2025-06-20,2025-06-20,0,4
PO-00175,2025-04-30,Global Trim,MAT_0350,12029,12029,0.13,1582.71,2025-06-10,2025-06-13,3,4
PO-01266,2025-04-30,Shenzhen Minghui,MAT_0070,6631,6631,0.03,201.19,2025-06-10,2025-06-11,1,4
PO-01837,2025-04-30,Henkel AG,MAT_0179,294,294,15.09,4436.01,2025-05-08,2025-05-08,0,4
PO-00660,2025-05-01,Toray Composite,MAT_0012,503,503,43.97,22117.76,2025-06-21,2025-06-24,3,4
PO-00982,2025-05-01,Crocs Inc (supplied),MAT_0147,898,898,9.84,8840.8,2025-05-30,2025-05-30,0,4
PO-01733,2025-05-01,Toray Composite,MAT_0216,143,143,38.25,5469.64,2025-06-19,2025-06-19,0,2
PO-00439,2025-05-01,Texon International,MAT_0281,484,484,3.55,1718.39,2025-05-13,2025-05-13,0,3
PO-00673,2025-05-01,NXP Semiconductors,MAT_0409,4007,4007,0.44,1756.64,2025-05-17,2025-05-17,0,3
PO-01306,2025-05-01,Coats Group,MAT_0045,1409,1265,5.51,6967.2,2025-05-13,2025-05-13,0,4
PO-00309,2025-05-01,Coats Group,MAT_0104,1118,1118,6.75,7547.54,2025-05-21,2025-05-21,0,5
PO-00268,2025-05-01,Far Eastern Textile,MAT_0288,2017,2017,3.58,7213.07,2025-06-14,2025-06-14,0,4
PO-00312,2025-05-01,Global Trim,MAT_0151,2230,2230,0.1,220.95,2025-06-08,2025-06-08,0,4
PO-01382,2025-05-01,Zhejiang Paper,MAT_0430,6345,6345,0.09,571.41,2025-06-06,2025-06-07,1,4
PO-00979,2025-05-02,American & Efird,MAT_0229,1112,1112,7.14,7939.66,2025-06-02,2025-06-06,4,5
PO-00965,2025-05-02,Toray Composite,MAT_0390,116,116,46.17,5355.76,2025-06-25,2025-06-26,1,3
PO-00977,2025-05-02,Toray Composite,MAT_0389,195,195,39.24,7651.02,2025-06-13,2025-06-13,0,3
PO-00063,2025-05-02,NXP Semiconductors,MAT_0399,9239,9239,0.48,4476.04,2025-05-12,2025-05-12,0,5
PO-00796,2025-05-02,Henkel AG,MAT_0250,248,248,23.87,5919.03,2025-05-11,2025-05-14,3,3
PO-01649,2025-05-03,Coats Group,MAT_0485,847,847,6.31,5347.9,2025-05-23,2025-05-23,0,5
PO-00276,2025-05-03,Toray Industries,MAT_0174,790,701,18.8,13181.81,2025-06-13,2025-06-13,0,2
PO-00072,2025-05-03,Far Eastern Textile,MAT_0218,1953,1953,3.7,7219.92,2025-06-15,2025-06-15,0,5
PO-01322,2025-05-03,Zhejiang Paper,MAT_0370,15004,15004,0.07,1021.17,2025-06-02,2025-06-03,1,3
PO-00685,2025-05-03,Far Eastern Textile,MAT_0400,2083,2083,2.81,5844.48,2025-06-14,2025-06-14,0,5
PO-01657,2025-05-03,NXP Semiconductors,MAT_0454,6681,5867,0.54,3168.32,2025-05-16,2025-05-16,0,4
PO-00738,2025-05-03,American & Efird,MAT_0396,358,358,7.75,2772.72,2025-05-30,2025-05-30,0,4
PO-01662,2025-05-04,Foam Italia,MAT_0336,375,375,5.0,1876.79,2025-05-22,2025-05-22,0,3
PO-01167,2025-05-04,Toray Composite,MAT_0389,187,187,38.67,7230.56,2025-06-15,2025-06-15,0,3
PO-00801,2025-05-04,Toray Industries,MAT_0042,249,249,19.26,4795.67,2025-06-08,2025-06-08,0,4
PO-01407,2025-05-04,Crocs Inc (supplied),MAT_0063,1741,1741,9.06,15767.79,2025-06-09,2025-06-09,0,5
PO-00120,2025-05-04,Global Trim,MAT_0066,7410,7410,0.12,877.0,2025-06-08,2025-06-08,0,4
PO-00867,2025-05-04,Gomma Padana,MAT_0169,207,207,12.49,2585.62,2025-05-11,2025-05-12,1,4
PO-00215,2025-05-04,Coats Group,MAT_0245,1852,1852,5.21,9644.47,2025-05-19,2025-05-19,0,4
PO-00316,2025-05-05,Global Trim,MAT_0480,8010,8010,0.11,889.87,2025-06-09,2025-06-11,2,4
PO-00824,2025-05-05,Far Eastern Textile,MAT_0288,1022,1022,3.5,3580.78,2025-06-18,2025-06-18,0,4
PO-00994,2025-05-05,Far Eastern Textile,MAT_0168,2981,2981,4.38,13069.74,2025-06-06,2025-06-06,0,5
PO-01396,2025-05-05,Covestro AG,MAT_0423,634,634,10.07,6381.99,2025-05-13,2025-05-14,1,2
PO-00727,2025-05-05,NXP Semiconductors,MAT_0073,5763,5763,0.45,2609.2,2025-05-19,2025-05-19,0,4
PO-00735,2025-05-05,Karteks Banja Luka,MAT_0220,1908,1908,0.65,1246.93,2025-05-08,2025-05-08,0,4
PO-01949,2025-05-05,Crocs Inc (supplied),MAT_0318,168,168,7.07,1187.73,2025-06-08,2025-06-08,0,5
PO-00262,2025-05-05,Toray Industries,MAT_0236,640,584,22.3,13020.77,2025-06-21,2025-06-21,0,4
PO-00036,2025-05-05,Zecchetto Accessori,MAT_0496,3178,3178,0.77,2433.5,2025-05-13,2025-05-13,0,4
PO-01533,2025-05-05,Shenzhen Minghui,MAT_0070,25636,25636,0.03,753.24,2025-06-15,2025-06-15,0,4
PO-00149,2025-05-05,Shenzhen Minghui,MAT_0406,25583,25583,0.03,771.8,2025-06-12,2025-06-12,0,4
PO-01707,2025-05-05,Toray Industries,MAT_0118,2267,2267,18.62,42205.49,2025-06-27,2025-06-30,3,4
PO-01595,2025-05-05,Toray Industries,MAT_0500,2848,2848,19.67,56008.6,2025-06-22,2025-06-22,0,2
PO-00708,2025-05-05,Toray Industries,MAT_0296,1724,1227,19.06,23390.95,2025-06-25,2025-06-25,0,4
PO-01194,2025-05-05,Crocs Inc (supplied),MAT_0063,675,675,9.15,6175.84,2025-06-10,2025-06-10,0,4
PO-00800,2025-05-05,Zhejiang Paper,MAT_0430,13257,13257,0.09,1228.34,2025-06-10,2025-06-10,0,4
PO-01582,2025-05-05,Global Trim,MAT_0046,7475,7475,0.1,769.3,2025-06-08,2025-06-08,0,3
PO-01052,2025-05-06,Covestro AG,MAT_0458,1110,1110,8.96,9946.57,2025-05-15,2025-05-27,12,5
PO-01678,2025-05-06,Toray Industries,MAT_0049,1433,1433,19.74,28291.04,2025-06-16,2025-06-16,0,5
PO-01025,2025-05-06,Shenzhen Minghui,MAT_0070,13763,13763,0.03,417.61,2025-06-16,2025-06-16,0,4
PO-01021,2025-05-06,Texon International,MAT_0286,2422,2422,3.84,9291.04,2025-05-17,2025-05-17,0,4
PO-01076,2025-05-06,Shenzhen Minghui,MAT_0070,32302,32302,0.03,974.2,2025-06-16,2025-06-16,0,1
PO-00136,2025-05-07,Shenzhen Minghui,MAT_0329,9108,9108,0.03,269.73,2025-06-19,2025-06-20,1,3
PO-00209,2025-05-07,American & Efird,MAT_0388,458,458,6.78,3107.43,2025-06-01,2025-06-07,6,4
PO-01882,2025-05-07,Crocs Inc (supplied),MAT_0147,694,694,9.55,6626.3,2025-06-05,2025-06-05,0,5
PO-00739,2025-05-07,Crocs Inc (supplied),MAT_0211,1648,1648,8.25,13599.74,2025-06-10,2025-06-10,0,3
PO-01342,2025-05-08,American & Efird,MAT_0021,701,701,6.58,4609.44,2025-06-17,2025-06-22,5,5
PO-00642,2025-05-08,Zecchetto Accessori,MAT_0450,745,745,0.91,679.12,2025-05-16,2025-05-16,0,4
PO-01176,2025-05-08,Shenzhen Minghui,MAT_0406,10966,10966,0.03,331.29,2025-06-15,2025-06-15,0,4
PO-00024,2025-05-08,Zhejiang Paper,MAT_0083,3561,3561,0.07,244.74,2025-06-21,2025-06-25,4,3
PO-01276,2025-05-08,Gomma Padana,MAT_0223,502,502,12.67,6359.15,2025-05-22,2025-05-22,0,5
PO-00818,2025-05-08,Crocs Inc (supplied),MAT_0233,978,978,9.11,8912.69,2025-06-17,2025-06-17,0,4
PO-01152,2025-05-09,Karteks Banja Luka,MAT_0078,5196,5196,0.74,3865.85,2025-05-13,2025-05-13,0,5
PO-00437,2025-05-09,Toray Composite,MAT_0390,89,89,46.66,4153.16,2025-07-02,2025-07-02,0,4
PO-00059,2025-05-09,Far Eastern Textile,MAT_0146,1549,1549,3.37,5221.32,2025-06-17,2025-06-18,1,4
PO-00946,2025-05-09,Toray Composite,MAT_0389,65,65,39.64,2576.3,2025-06-20,2025-06-20,0,5
PO-01107,2025-05-10,Foam Italia,MAT_0222,1136,1136,4.84,5494.66,2025-05-19,2025-05-19,0,3
PO-01356,2025-05-10,Foam Italia,MAT_0222,512,512,5.01,2563.4,2025-05-19,2025-05-19,0,4
PO-00653,2025-05-10,Henkel AG,MAT_0473,315,315,22.48,7080.46,2025-05-20,2025-05-20,0,5
PO-00782,2025-05-10,Zhejiang Paper,MAT_0305,9389,9389,0.09,825.11,2025-06-14,2025-06-14,0,4
PO-00503,2025-05-11,Gomma Padana,MAT_0010,1461,1461,12.17,17780.62,2025-05-23,2025-05-23,0,5
PO-01982,2025-05-11,Global Trim,MAT_0467,11279,10330,0.11,1103.61,2025-06-14,2025-06-15,1,4
PO-00769,2025-05-11,Crocs Inc (supplied),MAT_0122,712,712,8.0,5698.44,2025-06-08,2025-06-08,0,4
PO-01410,2025-05-11,Texon International,MAT_0076,894,894,3.43,3063.83,2025-05-24,2025-05-25,1,3
PO-00065,2025-05-11,Global Trim,MAT_0480,7941,7941,0.11,857.09,2025-06-15,2025-06-15,0,4
PO-01328,2025-05-12,Toray Industries,MAT_0082,411,411,21.16,8697.73,2025-06-21,2025-06-21,0,4
PO-00681,2025-05-12,Foam Italia,MAT_0232,2130,2130,3.99,8503.56,2025-05-21,2025-06-05,15,5
PO-00524,2025-05-12,Texon International,MAT_0116,2269,2269,2.47,5612.49,2025-05-31,2025-06-02,2,4
PO-00499,2025-05-12,American & Efird,MAT_0229,469,469,6.8,3191.47,2025-06-12,2025-06-12,0,2
PO-00434,2025-05-13,Toray Industries,MAT_0301,711,711,21.8,15501.19,2025-06-19,2025-06-19,0,2
PO-01829,2025-05-13,Crocs Inc (supplied),MAT_0063,511,511,9.19,4693.93,2025-06-18,2025-06-18,0,4
PO-01339,2025-05-13,Karteks Banja Luka,MAT_0080,1853,1853,0.52,963.68,2025-05-17,2025-05-21,4,5
PO-00025,2025-05-13,Zecchetto Accessori,MAT_0356,2947,2947,0.92,2701.59,2025-05-23,2025-05-24,1,4
PO-00381,2025-05-13,Shenzhen Minghui,MAT_0148,13608,13608,0.03,408.92,2025-06-13,2025-06-13,0,4
PO-01720,2025-05-13,Gomma Padana,MAT_0130,410,410,16.47,6752.79,2025-05-26,2025-05-26,0,5
PO-01348,2025-05-13,Covestro AG,MAT_0277,273,273,9.64,2632.94,2025-05-27,2025-05-27,0,3
PO-01036,2025-05-13,Foam Italia,MAT_0198,1310,1310,3.81,4988.16,2025-05-25,2025-05-25,0,3
PO-01603,2025-05-14,Toray Industries,MAT_0364,386,386,19.43,7501.4,2025-06-30,2025-06-30,0,4
PO-00324,2025-05-14,NXP Semiconductors,MAT_0486,2164,2164,0.39,840.7,2025-05-24,2025-05-24,0,5
PO-00948,2025-05-14,American & Efird,MAT_0124,561,561,7.52,4217.07,2025-06-20,2025-06-20,0,4
PO-01778,2025-05-14,Covestro AG,MAT_0335,518,518,9.96,5157.18,2025-05-21,2025-05-23,2,4
PO-01399,2025-05-14,Karteks Banja Luka,MAT_0417,9285,9285,0.61,5673.66,2025-05-16,2025-05-16,0,4
PO-00768,2025-05-14,Global Trim,MAT_0350,13054,13054,0.13,1694.8,2025-06-24,2025-06-26,2,5
PO-01443,2025-05-15,NXP Semiconductors,MAT_0402,9594,9594,0.49,4653.36,2025-05-31,2025-06-04,4,4
PO-00038,2025-05-15,Zecchetto Accessori,MAT_0337,2454,2454,0.98,2413.81,2025-05-31,2025-05-31,0,3
PO-01790,2025-05-15,Toray Industries,MAT_0167,382,382,19.92,7608.52,2025-07-02,2025-07-02,0,5
PO-01483,2025-05-15,Toray Composite,MAT_0216,151,140,38.54,5396.23,2025-07-03,2025-07-16,13,5
PO-00833,2025-05-15,Foam Italia,MAT_0085,1052,1052,5.66,5955.74,2025-05-29,2025-05-29,0,5
PO-01032,2025-05-15,Foam Italia,MAT_0005,1685,1685,5.37,9049.42,2025-05-23,2025-05-23,0,4
PO-00817,2025-05-16,Texon International,MAT_0076,934,934,3.49,3263.92,2025-05-29,2025-05-29,0,5
PO-00528,2025-05-16,Shenzhen Minghui,MAT_0189,8399,8399,0.03,255.73,2025-06-19,2025-06-21,2,3
PO-00546,2025-05-16,Zhejiang Paper,MAT_0268,15184,15184,0.09,1369.18,2025-06-20,2025-06-20,0,2
PO-01990,2025-05-16,Toray Industries,MAT_0082,667,667,20.57,13720.12,2025-06-25,2025-07-03,8,2
PO-00026,2025-05-16,Toray Industries,MAT_0317,190,190,19.14,3636.93,2025-06-20,2025-06-20,0,5
PO-01822,2025-05-16,Karteks Banja Luka,MAT_0451,4068,4068,0.83,3384.94,2025-05-19,2025-05-30,11,5
PO-00115,2025-05-16,Karteks Banja Luka,MAT_0128,4727,4727,0.69,3275.44,2025-05-19,2025-05-19,0,4
PO-01615,2025-05-16,Foam Italia,MAT_0338,346,346,6.14,2122.96,2025-05-23,2025-05-23,0,5
PO-00470,2025-05-17,Karteks Banja Luka,MAT_0034,1477,1477,0.83,1225.06,2025-05-20,2025-05-20,0,1
PO-00535,2025-05-17,Global Trim,MAT_0380,10095,10095,0.13,1337.07,2025-06-24,2025-07-03,9,4
PO-00193,2025-05-17,Toray Composite,MAT_0059,617,617,45.3,27949.86,2025-07-07,2025-07-07,0,3
PO-01569,2025-05-17,Crocs Inc (supplied),MAT_0048,301,301,9.48,2854.71,2025-06-17,2025-07-12,25,4
PO-00664,2025-05-17,Global Trim,MAT_0046,3509,3509,0.1,351.12,2025-06-20,2025-06-20,0,4
PO-01140,2025-05-18,Gomma Padana,MAT_0196,1586,1586,12.65,20055.17,2025-06-03,2025-06-03,0,3
PO-00710,2025-05-18,Zecchetto Accessori,MAT_0060,2798,2798,0.8,2228.41,2025-05-27,2025-05-28,1,4
PO-01643,2025-05-18,Zecchetto Accessori,MAT_0498,553,553,0.81,446.75,2025-06-02,2025-06-02,0,4
PO-01336,2025-05-18,American & Efird,MAT_0290,736,736,5.86,4310.88,2025-06-19,2025-06-19,0,4
PO-01068,2025-05-18,Texon International,MAT_0354,633,633,3.46,2190.85,2025-06-03,2025-06-03,0,4
PO-00751,2025-05-19,Karteks Banja Luka,MAT_0445,11194,11194,0.68,7655.82,2025-05-22,2025-05-25,3,2
PO-00798,2025-05-19,Shenzhen Minghui,MAT_0329,14332,14332,0.03,440.47,2025-07-01,2025-07-15,14,5
PO-01101,2025-05-19,Zecchetto Accessori,MAT_0498,1010,1010,0.81,822.99,2025-06-03,2025-06-03,0,5
PO-01653,2025-05-19,American & Efird,MAT_0021,664,664,6.51,4321.87,2025-06-28,2025-06-28,0,4
PO-00117,2025-05-19,Texon International,MAT_0416,2633,2633,2.8,7370.07,2025-06-08,2025-06-11,3,4
PO-01030,2025-05-20,Global Trim,MAT_0466,11943,11943,0.11,1313.18,2025-07-04,2025-07-04,0,4
PO-01134,2025-05-20,Shenzhen Minghui,MAT_0284,14696,14696,0.03,448.98,2025-06-28,2025-06-28,0,2
PO-01384,2025-05-20,Zhejiang Paper,MAT_0172,5692,5692,0.09,506.44,2025-06-20,2025-06-20,0,4
PO-00409,2025-05-20,Foam Italia,MAT_0039,2333,2333,5.82,13585.8,2025-05-31,2025-06-01,1,3
PO-00472,2025-05-20,Gomma Padana,MAT_0376,377,377,13.74,5178.3,2025-06-04,2025-06-04,0,5
PO-01321,2025-05-20,Gomma Padana,MAT_0262,1019,1019,13.57,13824.43,2025-06-06,2025-06-10,4,4
PO-00762,2025-05-20,Covestro AG,MAT_0441,1070,1070,8.21,8786.76,2025-06-01,2025-06-01,0,5
